OBJECTID,LATITUDE,LONGITUDE,FIRE_YEAR,STAT_CAUSE_DESCR,STATE,FIRE_NAME,FIRE_SIZE,FIRE_SIZE_CLASS
310546,38.620669,-120.91955,2002,Miscellaneous,CA,CONNIE,1,B
310547,35.319514,-119.656053,2002,Equipment Use,CA,UNNAMED FIRE 0460,0.1,A
310548,36.363469,-119.287961,2002,Equipment Use,CA,KAWEA,0.1,A
310549,38.286869,-120.714081,2002,Miscellaneous,CA,CHILI,0.1,A
310550,36.584411,-121.716931,2002,Children,CA,BOLLENBACHER,0.1,A
310551,37.6024,-119.9616,2002,Equipment Use,CA,OCTAGON,2,B
310552,39.108511,-121.094569,2002,Equipment Use,CA,HEATHER,0.1,A
310553,39.264911,-120.972739,2002,Children,CA,RED,0.1,A
310554,38.042581,-120.423561,2002,Powerline,CA,PGE 4,1,B
310555,38.041831,-120.220881,2002,Arson,CA,BLACK,0.2,A
310556,34.9939,-119.5062,2002,Equipment Use,CA,DITCH,0.2,A
310557,36.7564,-120.738319,2002,Powerline,CA,NEES,100,D
310558,37.206711,-119.699339,2002,Smoking,CA,417,0.1,A
310559,39.185639,-121.093761,2002,Equipment Use,CA,WRECK,0.1,A
310560,38.2587,-120.863339,2002,Miscellaneous,CA,BUENA,20,C
310561,37.702589,-120.436469,2002,Campfire,CA,DON PEDRO 1,0.1,A
310562,39.27705,-121.1039,2002,Powerline,CA,SUN,12,C
310563,39.337261,-120.954389,2002,Miscellaneous,CA,STINSON,0.1,A
310564,38.692919,-120.900681,2002,Equipment Use,CA,STONE,0.5,B
310565,38.561561,-120.788539,2002,Equipment Use,CA,SQUIRREL,0.7,B
310566,39.18585,-120.854631,2002,Equipment Use,CA,GOLD RUN,0.1,A
310567,37.16635,-118.298461,2002,Miscellaneous,CA,SCHOOL,0.1,A
310568,39.185331,-121.112219,2002,Campfire,CA,KHALID,0.1,A
310569,36.465019,-118.880739,2002,Miscellaneous,CA,DINLEY,0.5,B
310570,35.589033,-118.489108,2002,Miscellaneous,CA,UNNAMED FIRE 0970,0.1,A
310571,39.005281,-120.9199,2002,Arson,CA,PONDEROSA,50,C
310572,38.760019,-120.849861,2002,Equipment Use,CA,RIVERWOOD,0.1,A
310573,38.345689,-120.513731,2002,Children,CA,TRIGG,0.5,B
310574,36.495381,-120.559631,2002,Smoking,CA,FKU 10737,0.2,A
310575,39.222261,-120.8802,2002,Miscellaneous,CA,CHALK,0.1,A
310576,39.09375,-120.978239,2002,Equipment Use,CA,PLUM,0.1,A
310577,39.137261,-121.111739,2002,Miscellaneous,CA,VALLEY,2,B
310578,39.108581,-120.958781,2002,Miscellaneous,CA,80,0.1,A
310579,35.584622,-118.457931,2002,Miscellaneous,CA,UNNAMED FIRE 0972,0.1,A
310580,35.626603,-118.473361,2002,Miscellaneous,CA,UNNAMED FIRE 0971,0.1,A
310581,37.599489,-121.905261,2002,Campfire,CA,NILES,0.1,A
310582,37.704931,-120.19455,2002,Equipment Use,CA,WATER,0.5,B
310583,37.279469,-119.698789,2002,Equipment Use,CA,STANTON,0.1,A
310584,37.940389,-120.259281,2002,Powerline,CA,BAKER,0.1,A
310585,35.475678,-119.0204,2002,Equipment Use,CA,UNNAMED FIRE 0394,0.5,B
310586,38.758639,-120.771531,2002,Miscellaneous,CA,MOSQUITO,0.1,A
310587,39.093461,-120.922031,2002,Campfire,CA,MINERAL,0.1,A
310588,36.001369,-121.019369,2002,Equipment Use,CA,DUDLEY,4,B
310589,36.030661,-121.073739,2002,Miscellaneous,CA,GARCIA 2,0.1,A
310590,38.775211,-120.868519,2002,Powerline,CA,HWY 49,0.2,A
310591,37.3812,-119.661281,2002,Equipment Use,CA,ZAPPEY,0.1,A
310592,39.367661,-121.050089,2002,Equipment Use,CA,CHEROKEE,1,B
310593,38.0141,-119.1602,2002,Powerline,CA,POLE,1,B
310594,37.180819,-118.2985,2002,Arson,CA,REYNOLDS,0.2,A
310595,38.1905,-119.2165,2002,Lightning,CA,WILLOW,0.3,B
310596,38.301719,-120.6961,2002,Powerline,CA,PGE6,0.1,A
310597,38.30165,-120.751361,2002,Powerline,CA,ELECTRA,0.1,A
310598,35.243261,-120.69335,2002,Miscellaneous,CA,101,0.1,A
310599,35.161458,-119.465714,2002,Arson,CA,UNNAMED FIRE 0675,0.1,A
310600,39.214511,-121.417481,2002,Campfire,CA,GOLD,3,B
310601,38.7185,-121.0274,2002,Children,CA,HICKOCK,776,E
310602,37.0177,-119.57405,2002,Equipment Use,CA,VARAIN,0.1,A
310603,37.998731,-120.258011,2002,Children,CA,FLORES,0.1,A
310604,38.649619,-120.95715,2002,Miscellaneous,CA,DUROCK,1,B
310605,37.996869,-120.497169,2002,Campfire,CA,TUTTLETOWN,1,B
310606,36.595969,-120.6849,2002,Smoking,CA,I5,0.1,A
310607,39.461711,-121.32395,2002,Miscellaneous,CA,SHEILA,0.1,A
310608,38.432481,-120.585989,2002,Miscellaneous,CA,RED,1,B
310609,35.7057,-118.420753,2002,Arson,CA,UNNAMED FIRE 0973,0.1,A
310610,38.590231,-120.732261,2002,Powerline,CA,DAGOSTINI,15,C
310611,36.595969,-120.6849,2002,Smoking,CA,MANNING,2,B
310612,35.213714,-119.577808,2002,Equipment Use,CA,UNNAMED FIRE 0499,0.5,B
310613,38.489089,-120.585669,2002,Miscellaneous,CA,SHAKE,1,B
310614,35.4489,-119.8829,2002,Lightning,CA,33,83,C
310615,39.323889,-120.880611,2002,Equipment Use,CA,DAVID,0.1,A
310616,39.323889,-120.880611,2002,Equipment Use,CA,MISSOURI BAR,0.1,A
310617,38.301719,-120.6961,2002,Campfire,CA,LAFAYETTE,0.2,A
310618,37.955169,-120.423261,2002,Equipment Use,CA,PGE 7,0.1,A
310619,38.461139,-120.586081,2002,Miscellaneous,CA,PIONEER,0.1,A
310620,37.880081,-120.292331,2002,Arson,CA,WARDS,0.5,B
310621,36.580931,-120.735389,2002,Equipment Use,CA,PANOUHE,60,C
310622,35.2161,-119.6201,2002,Miscellaneous,CA,AREA,1,B
310623,38.591131,-120.843561,2002,Miscellaneous,CA,SAND,0.1,A
310624,39.002519,-120.860411,2002,Equipment Use,CA,POLARIS,0.1,A
310625,37.047069,-119.649119,2002,Miscellaneous,CA,CAPITOL,0.5,B
310626,36.088939,-120.445761,2002,Equipment Use,CA,FKU 11609,3,B
310627,37.67185,-120.118381,2002,Arson,CA,TAYLOR,4,B
310628,38.9066,-120.997939,2002,Miscellaneous,CA,WESTVILLE,0.3,B
310629,38.042781,-120.4605,2002,Arson,CA,PARROTS,0.3,B
310630,39.123961,-121.056911,2002,Equipment Use,CA,GIBBONEY,0.1,A
310631,38.54685,-120.843581,2002,Miscellaneous,CA,49,35,C
310632,36.246,-120.292939,2002,Miscellaneous,CA,CAFKU 011732,8,B
310633,38.446161,-120.660281,2002,Miscellaneous,CA,SUTTER,0.1,A
310634,39.219461,-121.083719,2002,Miscellaneous,CA,SQUIRREL,0.1,A
310635,35.257103,-119.329106,2002,Children,CA,UNNAMED FIRE 0035,0.2,A
310636,38.011831,-120.515569,2002,Equipment Use,CA,BOAT YARD,0.1,A
310637,39.320069,-121.124319,2002,Miscellaneous,CA,BIRCHVILLE,0.1,A
310638,36.088839,-120.463769,2002,Miscellaneous,CA,FKU 11803,0.1,A
310639,37.955169,-120.423261,2002,Miscellaneous,CA,ELEMENTRY,1,B
310640,37.308219,-119.626219,2002,Arson,CA,MOODY,0.1,A
310641,36.5399,-121.916289,2002,Miscellaneous,CA,OLIVER ROAD,0.1,A
310642,38.591119,-120.881,2002,Miscellaneous,CA,BARITE,0.5,B
310643,37.896781,-120.204769,2002,Miscellaneous,CA,CALTRANS,0.1,A
310644,38.4685,-120.5491,2002,Arson,CA,REDHILL,0.5,B
310645,38.257411,-120.694611,2002,Equipment Use,CA,PIERCE,0.1,A
310646,36.013511,-118.830931,2002,Arson,CA,CHIMNEY,1,B
310647,37.089761,-119.523739,2002,Children,CA,GREENLAKE,0.1,A
310648,38.66375,-120.844889,2002,Miscellaneous,CA,SIERRA,0.1,A
310649,39.18735,-120.918819,2002,Equipment Use,CA,EMIGRANT,0.1,A
310650,39.214469,-121.455161,2002,Arson,CA,DAGERRA,100,D
310651,38.373881,-120.550319,2002,Equipment Use,CA,BRIDGE,2,B
310652,38.403189,-120.550219,2002,Children,CA,MILLER,3,B
310653,38.678319,-120.882711,2002,Miscellaneous,CA,HILLBROOK,0.1,A
310654,37.983281,-120.478931,2002,Smoking,CA,ROAD,0.1,A
310655,36.873261,-119.32315,2002,Equipment Use,CA,TRIMMER,10,C
310656,37.833,-118.4832,2002,Structure,CA,RANCH,0.1,A
310657,37.061619,-121.774219,2002,Miscellaneous,CA,GTO,0.1,A
310658,39.1663,-121.112389,2002,Miscellaneous,CA,MCCOURTNEY,0.2,A
310659,38.069019,-120.567719,2002,Miscellaneous,CA,OSBORN,0.1,A
310660,38.445639,-120.752711,2002,Powerline,CA,COOK,2,B
310661,38.66385,-120.975669,2002,Miscellaneous,CA,CAMERON,0.1,A
310662,37.091,-121.774939,2002,Equipment Use,CA,CROY,3127,F
310663,39.109119,-121.075981,2002,Equipment Use,CA,ALLISON,0.5,B
310664,38.2788,-121.4311,2002,Equipment Use,CA,FRANKLIN,30,C
310665,37.2648,-119.717369,2002,Children,CA,415,1,B
310666,35.65435,-118.318658,2002,Miscellaneous,CA,UNNAMED FIRE 0974,0.1,A
310667,38.1674,-120.3869,2002,Arson,CA,FULLEN 2,0.2,A
310668,38.171489,-120.455961,2002,Miscellaneous,CA,SHEEP,0.1,A
310669,38.1674,-120.3869,2002,Arson,CA,FULLEN 1,0.2,A
310670,38.1819,-120.4602,2002,Arson,CA,MINERAL,0.2,A
310671,38.1671,-120.4602,2002,Arson,CA,ESMERELDA,0.2,A
310672,38.661861,-120.67625,2002,Equipment Use,CA,MT AUKUM,2,B
310673,37.322831,-119.662289,2002,Smoking,CA,GRABAST,0.1,A
310674,39.1663,-121.112389,2002,Miscellaneous,CA,MCCOURTNEY,0.1,A
310675,38.403189,-120.550219,2002,Miscellaneous,CA,MATHEW,0.5,B
310676,37.337681,-119.734831,2002,Children,CA,BORGES,0.1,A
310677,38.4166,-120.5491,2002,Arson,CA,RED HILL 4,7,B
310678,39.152039,-121.056181,2002,Equipment Use,CA,PINE NEEDLE,0.1,A
310679,38.039831,-120.659111,2002,Miscellaneous,CA,HUNT,0.3,B
310680,37.468039,-119.733531,2002,Miscellaneous,CA,WHITEHEAD,1,B
310681,39.12345,-121.075389,2002,Arson,CA,ESTRADA,0.1,A
310682,36.088839,-120.463769,2002,Equipment Use,CA,FKU 12907,0.1,A
310683,36.088839,-120.463769,2002,Arson,CA,FKU 12972,0.1,A
310684,37.820369,-120.364631,2002,Smoking,CA,MINERS,0.1,A
310685,39.199969,-121.436289,2002,Equipment Use,CA,DAGUERRA,90,C
310686,39.2007,-121.4377,2002,Campfire,CA,GOLD FIELD,55,C
310687,38.707581,-120.863011,2002,Equipment Use,CA,EL DORADO,0.1,A
310688,39.108561,-120.9776,2002,Arson,CA,LOWELL,1.5,B
310689,36.088839,-120.463769,2002,Miscellaneous,CA,FKU 13281,0.1,A
310690,39.333969,-121.143219,2002,Equipment Use,CA,PLEASANT,1,B
310691,36.4476,-118.799639,2002,Miscellaneous,CA,KING,0.1,A
310692,38.446161,-120.660281,2002,Powerline,CA,CHARLESTON,0.1,A
310693,35.129647,-119.456853,2002,Arson,CA,UNNAMED FIRE 0819,1,B
310694,38.02805,-120.479039,2002,Miscellaneous,CA,CANTERBURY,1,B
310695,38.0276,-120.220961,2002,Miscellaneous,CA,BALDWIN,0.1,A
310696,36.406331,-119.054,2002,Arson,CA,DOFFLEMYER,1,B
310697,37.969539,-120.258961,2002,Miscellaneous,CA,FOLTZ,0.5,B
310698,38.819739,-121.016911,2002,Children,CA,LOWELL,0.3,B
310699,35.8843,-119.491839,2002,Equipment Use,CA,BELLFLOWER,0.1,A
310700,39.09375,-120.978239,2002,Equipment Use,CA,SUMMER,0.1,A
310701,39.235439,-121.009319,2002,Powerline,CA,SICARD,2,B
310702,38.099111,-120.475569,2002,Miscellaneous,CA,MONGE,3,B
310703,39.336319,-121.086589,2002,Miscellaneous,CA,SHADY,0.1,A
310704,38.042361,-120.368919,2002,Powerline,CA,LEHMAN,0.1,A
310705,39.187211,-120.956119,2002,Equipment Use,CA,FAWN,0.1,A
310706,38.561561,-120.788539,2002,Equipment Use,CA,DAGOSTINI,1,B
310707,37.805461,-120.286869,2002,Arson,CA,HETCHYANKER ESCAPE,2,B
310708,39.30825,-120.973589,2002,Miscellaneous,CA,HUGHES,0.1,A
310709,38.44615,-120.5122,2002,Miscellaneous,CA,MCKENZIE,1,B
310710,35.006269,-119.84055,2002,Miscellaneous,CA,UNNAMED FIRE 0007,0.1,A
310711,38.027719,-120.350289,2002,Miscellaneous,CA,STANLY,0.2,A
310712,37.969639,-120.423361,2002,Equipment Use,CA,THATZER,0.1,A
310713,35.782081,-120.202919,2002,Equipment Use,CA,COTTONWOOD,0.1,A
310714,37.983881,-120.2584,2002,Miscellaneous,CA,CLEMENS,0.1,A
310715,39.205219,-121.064569,2002,Miscellaneous,CA,EXCELSIOR,0.1,A
310716,36.607761,-121.934811,2002,Campfire,CA,CONGRESS 3,0.1,A
310717,35.4525,-120.793219,2002,Arson,CA,MORRO,0.5,B
310718,38.707461,-120.900161,2002,Equipment Use,CA,MOTHER LODE,0.1,A
310719,37.557739,-120.026231,2002,Miscellaneous,CA,WHITLOCK,0.3,B
310720,39.057461,-120.76455,2002,Equipment Use,CA,FORESTHILL 2,0.1,A
310721,39.229619,-121.36155,2002,Equipment Use,CA,MONUMENT,3,B
310722,39.185639,-121.093761,2002,Miscellaneous,CA,TWIN,0.1,A
310723,36.21755,-119.055739,2002,Miscellaneous,CA,TULARE CO 121,0.1,A
310724,39.276481,-121.141061,2002,Miscellaneous,CA,HOOT,0.1,A
310725,36.321661,-121.413189,2002,Equipment Use,CA,MILLERS 3,0.1,A
310726,38.44615,-120.5122,2002,Miscellaneous,CA,BARTON,0.1,A
310727,38.757669,-120.589581,2002,Powerline,CA,SPRUCE,0.1,A
310728,38.402931,-120.642089,2002,Miscellaneous,CA,MARC,0.1,A
310729,36.260361,-120.310569,2002,Equipment Use,CA,CAFKU 014435,3,B
310730,39.200889,-121.2872,2002,Arson,CA,BLUE,1,B
310731,38.834189,-120.941939,2002,Arson,CA,BROWN,0.1,A
310732,38.676169,-120.676131,2002,Campfire,CA,SHANGRA LA,0.1,A
310733,38.113411,-120.475731,2002,Miscellaneous,CA,MANUEL,1,B
310734,38.402261,-120.475411,2002,Equipment Use,CA,TREECE,0.1,A
310735,39.187211,-120.956119,2002,Arson,CA,GREENHORN,3,B
310736,38.027689,-120.275661,2002,Arson,CA,KUCHENMEISTER,0.1,A
310737,39.31695,-121.26895,2002,Equipment Use,CA,SCHMIDT,1.5,B
310738,38.489089,-120.585669,2002,Equipment Use,CA,LOCKWOOD,0.1,A
310739,39.331419,-121.269061,2002,Arson,CA,KISER,0.5,B
310740,37.542931,-119.910569,2002,Arson,CA,MPSA 864,0.5,B
310741,39.263131,-121.066369,2002,Arson,CA,POPPINS,5,B
310742,38.243431,-120.436911,2002,Arson,CA,ARMSTRONG,5,B
310743,38.633269,-120.676561,2002,Arson,CA,TIMM,2,B
310744,38.388469,-120.6429,2002,Arson,CA,TABEAU,0.1,A
310745,37.308219,-119.626219,2002,Equipment Use,CA,JOHNSON,0.1,A
310746,38.0276,-120.220961,2002,Miscellaneous,CA,STONE,0.1,A
310747,39.367661,-121.050089,2002,Miscellaneous,CA,BLAZER,0.1,A
310748,38.757861,-120.608219,2002,Arson,CA,LITTLEJOHN,0.1,A
310749,38.056681,-120.312411,2002,Lightning,CA,LIGHTNING 2,0.1,A
310750,36.537981,-120.810461,2002,Equipment Use,CA,PGE 29,0.1,A
314767,33.015219,-116.797769,2002,Miscellaneous,CA,SWARTZ,0.4,B
314768,33.750789,-115.370219,2002,Lightning,CA,LOCAL VEGETATION,0.1,A
314769,32.667381,-116.5135,2002,Miscellaneous,CA,NOGO,0.1,A
314770,33.722269,-116.172869,2002,Campfire,CA,LOCAL,0.1,A
314771,33.087081,-116.588981,2002,Equipment Use,CA,SUNSHINE,0.1,A
314772,34.6483,-117.1225,2002,Arson,CA,MAZDA,0.1,A
314773,35.050767,-118.355214,2002,Arson,CA,UNNAMED FIRE 0457,0.1,A
314774,33.580219,-117.022861,2002,Equipment Use,CA,STATE FIRE 84,0.1,A
314775,35.124217,-118.166969,2002,Arson,CA,UNNAMED FIRE 0913,0.1,A
314776,33.749569,-117.301489,2002,Equipment Use,CA,STATE,0.1,A
314777,33.721531,-116.312589,2002,Children,CA,LOCAL 10465,0.1,A
314778,32.9109,-115.1186,2002,Lightning,CA,M L K,0.1,A
314779,34.428369,-118.427119,2002,Miscellaneous,CA,UNNAMED FIRE 1192,0.1,A
314780,33.8644,-116.868069,2002,Miscellaneous,CA,LOCAL VEG 66 PRA,0.1,A
314781,36.0394,-117.9762,2002,Equipment Use,CA,COSO,2,B
314782,33.808219,-117.269819,2002,Miscellaneous,CA,GRASS,0.1,A
314783,33.749569,-117.301489,2002,Equipment Use,CA,STATE FIRE,0.1,A
314784,33.663339,-117.301289,2002,Miscellaneous,CA,LOCAL,0.1,A
314785,33.80775,-117.321869,2002,Arson,CA,LOCAL,0.1,A
314786,32.90885,-116.882239,2002,Miscellaneous,CA,WILDCAT,0.1,A
314787,33.736769,-116.207969,2002,Children,CA,LOCAL,0.1,A
314788,33.721419,-116.399681,2002,Miscellaneous,CA,LOCAL,0.1,A
314789,33.204439,-116.728189,2002,Miscellaneous,CA,TREE,0.1,A
314790,33.895339,-116.710931,2002,Children,CA,LOCAL FIRE,0.1,A
314791,33.721381,-117.2149,2002,Miscellaneous,CA,LRA 10933,0.1,A
314792,32.894719,-116.832211,2002,Equipment Use,CA,JRNNINGS,0.1,A
314793,33.722269,-116.172869,2002,Arson,CA,LOCAL,0.1,A
314794,33.822961,-117.2526,2002,Equipment Use,CA,PALM TREE,0.1,A
314795,33.807869,-117.304381,2002,Miscellaneous,CA,VEGETATION,0.1,A
314796,33.749261,-117.318881,2002,Miscellaneous,CA,LOCAL FIRE,0.1,A
314797,33.77845,-117.459261,2002,Equipment Use,CA,STATE,0.1,A
314798,33.793731,-117.252331,2002,Children,CA,LOCAL,1,B
314799,33.793411,-117.30435,2002,Children,CA,POST,1,B
314800,33.518169,-115.930711,2002,Equipment Use,CA,LOCAL,0.1,A
314801,33.4237,-117.322011,2002,Arson,CA,DE LUZ,105,D
314802,33.793789,-117.2348,2002,Arson,CA,STATE,0.1,A
314803,33.778789,-117.337989,2002,Equipment Use,CA,LOCAL,0.1,A
314804,33.895819,-116.990481,2002,Smoking,CA,STATE,0.1,A
314805,32.598969,-116.394089,2002,Equipment Use,CA,BORDER 1,0.1,A
314806,34.4327,-118.420781,2002,Children,CA,UNNAMED FIRE 1218,2,B
314807,33.263311,-116.936331,2002,Miscellaneous,CA,CALAC,0.1,A
314808,32.704531,-116.234239,2002,Equipment Use,CA,OAK,0.4,B
314809,33.562,-116.224439,2002,Miscellaneous,CA,LOCAL,0.1,A
314810,32.6495,-116.6842,2002,Campfire,CA,BORDER 2,264,D
314811,32.72135,-116.902131,2002,Miscellaneous,CA,MCCAIN,0.1,A
314812,33.749411,-117.459319,2002,Miscellaneous,CA,STATE 400,1,B
314813,33.562,-116.224439,2002,Arson,CA,LOCAL,0.1,A
314814,33.663311,-117.284039,2002,Equipment Use,CA,STATE,0.5,B
314815,32.661061,-116.6995,2002,Miscellaneous,CA,MANZANITA,0.3,B
314816,32.646531,-116.699319,2002,Miscellaneous,CA,DEERHORN,0.1,A
314817,34.493481,-118.279,2002,Smoking,CA,UNNAMED FIRE 1201,0.2,A
314818,34.011639,-117.462469,2002,Equipment Use,CA,STATE 437,1,B
314819,34.426819,-118.430619,2002,Equipment Use,CA,UNNAMED FIRE 1224,4,B
314820,33.395189,-117.165011,2002,Equipment Use,CA,RAINBOW GLEN,0.3,B
314821,35.8466,-116.2297,2002,Campfire,CA,TECOPA,110,D
314822,33.691981,-117.26665,2002,Miscellaneous,CA,LOCAL,0.1,A
314823,34.2975,-115.7089,2002,Equipment Use,CA,SHEEPHOLE,0.1,A
314824,33.43995,-117.144881,2002,Campfire,CA,STATE,0.1,A
314825,33.910561,-116.606381,2002,Equipment Use,CA,LOCAL,0.1,A
314826,33.822369,-117.460211,2002,Equipment Use,CA,STATE FIRE,0.1,A
314827,33.70695,-116.294961,2002,Equipment Use,CA,ORANGE FIRE,0.1,A
314828,32.593239,-116.531969,2002,Miscellaneous,CA,SALAS,0.1,A
314829,33.692319,-116.451589,2002,Smoking,CA,LOCAL,0.1,A
314830,33.96865,-116.50145,2002,Equipment Use,CA,LOCAL,0.1,A
314831,36.175,-116.1259,2002,Miscellaneous,CA,STEWART,0.3,B
314832,33.518439,-116.206811,2002,Miscellaneous,CA,PALMS,0.1,A
314833,33.736769,-116.207969,2002,Miscellaneous,CA,42,0.1,A
314834,33.620581,-115.756381,2002,Miscellaneous,CA,LOCAL FIRE,0.1,A
314835,33.491531,-116.814319,2002,Children,CA,STATE FIRE,0.1,A
314836,32.661631,-116.714119,2002,Miscellaneous,CA,CHICKEN,0.1,A
314837,32.6505,-116.745789,2002,Miscellaneous,CA,KURTZ,0.3,B
314838,33.924719,-116.554069,2002,Equipment Use,CA,LOCAL,0.1,A
314839,33.925519,-116.693481,2002,Equipment Use,CA,STATE 612,0.1,A
314840,35.049506,-118.354381,2002,Miscellaneous,CA,UNNAMED FIRE 0458,0.1,A
314841,33.663339,-117.301289,2002,Children,CA,VEG,0.1,A
314842,34.229519,-116.4484,2002,Miscellaneous,CA,HAZELL,0.1,A
314843,33.822369,-117.460211,2002,Equipment Use,CA,STATE FIRE,10,C
314844,33.85195,-115.468361,2002,Equipment Use,CA,PUMP,1,B
314845,33.591089,-116.224569,2002,Powerline,CA,L12571,0.2,A
314846,32.660869,-116.114331,2002,Campfire,CA,THREE,0.1,A
314847,33.39485,-117.2012,2002,Children,CA,LEON,0.1,A
314848,33.61955,-117.2668,2002,Equipment Use,CA,STATE FIRE,0.1,A
314849,33.664031,-116.93655,2002,Miscellaneous,CA,STATE FIRE,12,C
314850,34.375831,-118.490331,2002,Equipment Use,CA,UNNAMED FIRE 1145,0.1,A
314851,33.395189,-117.165011,2002,Equipment Use,CA,MISSION,0.1,A
314852,33.69345,-116.849931,2002,Equipment Use,CA,STATE FIRE 691,0.3,B
314853,33.706189,-117.284019,2002,Equipment Use,CA,TYSON,0.1,A
314854,33.765061,-116.451731,2002,Miscellaneous,CA,LOCAL VEGETATION,0.1,A
314855,33.925039,-117.042819,2002,Equipment Use,CA,JACK RABBIT,0.3,B
314856,33.682761,-114.826161,2002,Miscellaneous,CA,LOCAL,0.1,A
314857,33.749261,-117.442019,2002,Equipment Use,CA,STATE FIRE,0.1,A
314858,33.8237,-116.954589,2002,Campfire,CA,STATE FIRE,0.1,A
314859,33.925339,-116.641169,2002,Miscellaneous,CA,STATE,0.1,A
314860,33.438731,-117.284631,2002,Miscellaneous,CA,STUMP,0.1,A
314861,33.954119,-116.483839,2002,Smoking,CA,LOCAL,0.1,A
314862,32.767011,-116.335011,2002,Arson,CA,UNNAMED FIRE 1262,0.5,B
314863,34.113639,-117.200011,2002,Arson,CA,DRUMMOND,0.1,A
314864,34.479311,-118.16635,2002,Miscellaneous,CA,UNNAMED FIRE 1235,0.1,A
314865,34.025569,-116.484019,2002,Miscellaneous,CA,LOCAL,0.1,A
314866,33.610189,-114.736061,2002,Arson,CA,LOCAL FIRE,0.1,A
314867,33.677689,-116.312631,2002,Children,CA,LOCAL,0.1,A
314868,34.497078,-118.216981,2002,Miscellaneous,CA,UNNAMED FIRE 0246,0.2,A
314869,34.497069,-118.217889,2002,Miscellaneous,CA,UNNAMED FIRE 1239,0.2,A
314870,34.443011,-118.213431,2002,Smoking,CA,UNNAMED FIRE 1202,0.2,A
314871,34.442719,-118.654911,2002,Smoking,CA,UNNAMED FIRE 1146,0.1,A
314872,35.2758,-115.4442,2002,Railroad,CA,JOSHUA,0.1,A
314873,35.4664,-115.6339,2002,Equipment Use,CA,MOHAWK,0.1,A
314874,33.807869,-117.304381,2002,Miscellaneous,CA,STATE FIRE,0.1,A
314875,33.954211,-117.07765,2002,Equipment Use,CA,14TH ST,0.1,A
314876,33.4237,-117.322011,2002,Miscellaneous,CA,DELUZ,0.1,A
314877,34.028981,-114.499081,2002,Arson,CA,WILDLAND FIRE,2,B
314878,33.610169,-114.7883,2002,Equipment Use,CA,LOCAL FIRE,0.1,A
314879,33.705731,-117.355339,2002,Equipment Use,CA,LOCAL FIRE,0.1,A
314880,34.7353,-117.3184,2002,Children,CA,HELENDALE,30,C
314881,33.691731,-117.284011,2002,Children,CA,LOCAL,3,B
314882,33.779019,-117.304461,2002,Equipment Use,CA,LOCAL PERRIS CITY,0.1,A
314883,33.867611,-116.970069,2002,Arson,CA,LOCAL,0.5,B
314884,33.769631,-114.652611,2002,Miscellaneous,CA,UNNAMED FIRE 1253,0.2,A
314885,33.77845,-117.459261,2002,Miscellaneous,CA,STATE FIRE,5,B
314886,32.691611,-116.284881,2002,Arson,CA,BORDER 5,0.1,A
314887,33.43995,-117.144881,2002,Equipment Use,CA,STATE,0.1,A
314888,33.454061,-117.179811,2002,Miscellaneous,CA,LOCAL FIRE,0.1,A
314889,34.521231,-118.2217,2002,Arson,CA,UNNAMED FIRE 1247,1,B
314890,33.071889,-116.591861,2002,Miscellaneous,CA,MASHAY,0.1,A
314891,33.60565,-114.846869,2002,Smoking,CA,LOCAL,0.1,A
314892,32.719331,-116.199669,2002,Campfire,CA,BORDER 5,1,B
314893,35.048328,-118.353925,2002,Miscellaneous,CA,UNNAMED FIRE 0459,0.1,A
314894,33.605569,-114.9165,2002,Miscellaneous,CA,LOCAL,0.1,A
314895,34.6164,-117.2067,2002,Missing/Undefined,CA,APV ASSIST,0.1,A
314896,33.422861,-117.077911,2002,Miscellaneous,CA,RANCHO,0.3,B
314897,33.763981,-117.459339,2002,Arson,CA,STATE,15,C
314898,34.026361,-117.46245,2002,Powerline,CA,STATE 960,0.1,A
314899,32.748281,-116.213989,2002,Miscellaneous,CA,BORDER 8,5,B
314900,34.516461,-117.99155,2002,Miscellaneous,CA,UNNAMED FIRE 1125,0.2,A
314901,33.146289,-116.989139,2002,Equipment Use,CA,GUEJITO,1,B
314902,34.5972,-117.152,2002,Campfire,CA,FAIRVIEW,0.1,A
314903,33.452731,-117.109019,2002,Miscellaneous,CA,LOCAL,0.1,A
314904,33.66735,-116.91925,2002,Arson,CA,CACTUS,0.5,B
314905,33.736769,-116.207969,2002,Equipment Use,CA,LOCAL,0.1,A
314906,32.624081,-116.39385,2002,Arson,CA,BORDER 9,0.2,A
314907,32.624081,-116.39385,2002,Arson,CA,BORDER 6,1.5,B
314908,33.635,-116.103139,2002,Miscellaneous,CA,LOCAL 39,0.1,A
314909,32.617911,-116.252119,2002,Equipment Use,CA,BORDER 7,0.5,B
314910,33.425081,-117.147589,2002,Equipment Use,CA,RAINBOW,0.1,A
314911,33.763981,-117.459339,2002,Miscellaneous,CA,WASH,0.2,A
314912,33.749261,-117.442019,2002,Miscellaneous,CA,INDIAN TRUCK TRAIL,0.1,A
314913,33.649069,-116.294511,2002,Equipment Use,CA,LOCAL,0.1,A
314914,33.749411,-117.459319,2002,Smoking,CA,TEMESCAL,0.1,A
314915,33.410011,-117.164789,2002,Miscellaneous,CA,RAINBOW,0.1,A
314916,33.925511,-116.675989,2002,Smoking,CA,STATE,0.1,A
